V1	V2	V3	V4	V5	V6
57572	5	DOCK6	19p13.2	dedicator of cytokinesis 6	 221793_at,221794_at,222003_s_at,222004_s_at,55583_at
150290	2	DUSP18	22q12.2	dual specificity phosphatase 18	 1553701_a_at,227098_at
23566	1	LPAR3	1p22.3	lysophosphatidic acid receptor 3	220816_at
79767	1	ELMO3	16q22.1	engulfment and cell motility 3	219411_at
59084	2	ENPP5	6p21.1-p11.2	ectonucleotide pyrophosphatase/phosphodiesterase 5 (putative function)	 227803_at,237054_at
2048	4	EPHB2	1p36.1-p35	EPH receptor B2	 209588_at,209589_s_at,210651_s_at,211165_x_at
2081	2	ERN1	17q24.2	endoplasmic reticulum to nucleus signaling 1	 207061_at,235745_at
2242	1	FES	15q26.1	feline sarcoma oncogene	205418_at
84197	1	SGK196	8p11.21	-	1553246_a_at
124923	2	FLJ25006	17q11.2	-	 1553292_s_at,244547_at
342184	3	FMN1	15q13.3	formin 1	 1563559_at,1570156_s_at,238621_at
131890	1	GRK7	3q21-q23	G protein-coupled receptor kinase 7	1552929_at
30811	2	HUNK	21q22.1	hormonally up-regulated Neu-associated kinase	 1555935_s_at,219535_at
9641	2	IKBKE	1q32.1	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase epsilon	 204549_at,214398_s_at
3633	3	INPP5B	1p34	inositol polyphosphate-5-phosphatase, 75kDa	 1563565_at,213643_s_at,213804_at
8660	2	IRS2	13q34	insulin receptor substrate 2	 209184_s_at,209185_s_at
3716	6	JAK1	1p32.3-p31.3	Janus kinase 1 (a protein tyrosine kinase)	 1552610_a_at,1552611_a_at,1562103_at,201648_at,239695_at,240613_at
92335	4	STRADA	17q23.3	STE20-related kinase adaptor alpha	 1557528_at,221554_at,240905_at,52169_at
5871	1	MAP4K2	11q13	mitogen-activated protein kinase kinase kinase kinase 2	204936_at
9219	1	MTA2	11q12-q13.1	metastasis associated 1 family, member 2	203444_s_at
4636	1	MYL5	4p16.3	myosin, light chain 5, regulatory	205145_s_at
4638	5	MYLK	3q21	myosin light chain kinase	 1563466_at,1568770_at,1569956_at,202555_s_at,224823_at
4690	3	NCK1	3q21	NCK adaptor protein 1	 204725_s_at,211063_s_at,229895_s_at
284086	2	NEK8	17q11.1	NIMA (never in mitosis gene a)- related kinase 8	 1557170_at,1557172_x_at
64098	3	PARVG	22q13.2-q13	parvin, gamma	 223562_at,233510_s_at,244229_at
5098	7	PCDHGC3	5q31	protocadherin gamma subfamily C, 3	 205717_x_at,209079_x_at,211066_x_at,214563_at,214564_s_at,215836_s_at,216352_x_at
57546	1	PDP2	16q22.1	-	232861_at
5209	1	PFKFB3	10p14-p15	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3	202464_s_at
5217	1	PFN2	3q25.1-q25.2	profilin 2	204992_s_at
5261	3	PHKG2	16p12.1-p11.2	phosphorylase kinase, gamma 2 (testis)	 1556368_at,1556369_a_at,203709_at
29085	3	PHPT1	9q34.3	phosphohistidine phosphatase 1	 223207_x_at,225683_x_at,236744_at
5286	9	PIK3C2A	11p15.5-p14	phosphoinositide-3-kinase, class 2, alpha polypeptide	 1553694_a_at,1569021_at,1569022_a_at,1569587_at,1569588_x_at,213070_at,226094_at,235792_x_at,241905_at
23533	2	PIK3R5	17p13.1	phosphoinositide-3-kinase, regulatory subunit 5	 220566_at,227645_at
138429	1	PIP5KL1	9q34.11	phosphatidylinositol-4-phosphate 5-kinase-like 1	243116_at
5311	1	PKD2	4q21-q23	polycystic kidney disease 2 (autosomal dominant)	203688_at
5470	1	PPEF2	4q21.1	protein phosphatase, EF-hand calcium binding domain 2	208411_x_at
5494	5	PPM1A	14q23.1	protein phosphatase 1A (formerly 2C), magnesium-dependent, alpha isoform	 203966_s_at,210407_at,227728_at,229027_at,235344_at
84152	1	PPP1R1B	17q12	protein phosphatase 1, regulatory (inhibitor) subunit 1B	225165_at
151242	2	PPP1R1C	2q31.3	protein phosphatase 1, regulatory (inhibitor) subunit 1C	 1555462_at,228646_at
85481	1	PSKH2	8q21.2	protein serine kinase H2	1553060_at
138639	2	PTPDC1	9q22.32	protein tyrosine phosphatase domain containing 1	 229517_at,238841_at
26469	3	PTPN18	2q21.1	protein tyrosine phosphatase, non-receptor type 18 (brain-derived)	 1569552_at,203555_at,213521_at
5778	2	PTPN7	1q32.1	protein tyrosine phosphatase, non-receptor type 7	 1554860_at,204852_s_at
9693	5	RAPGEF2	4q32.1	Rap guanine nucleotide exchange factor (GEF) 2	 203096_s_at,203097_s_at,215987_at,215992_s_at,238176_at
55781	2	RIOK2	5q15	RIO kinase 2 (yeast)	 218535_s_at,222663_at
390	1	RND3	2q23.3	Rho family GTPase 3	212724_at
8986	2	RPS6KA4	11q11-q13	ribosomal protein S6 kinase, 90kDa, polypeptide 4	 204632_at,230544_at
26750	1	RPS6KC1	1q41	ribosomal protein S6 kinase, 52kDa, polypeptide 1	218909_at
83694	1	RPS6KL1	14q24.3	ribosomal protein S6 kinase-like 1	223534_s_at
10110	2	SGK2	20q13.2	serum/glucocorticoid regulated kinase 2	 220357_s_at,230573_at
9748	1	SLK	10q25.1	STE20-like kinase (yeast)	206875_s_at
23049	4	SMG1	16p12.3	SMG1 homolog, phosphatidylinositol 3-kinase-related kinase (C. elegans)	 210057_at,214984_at,224842_at,244766_at
9901	4	SRGAP3	3p25.3	SLIT-ROBO Rho GTPase activating protein 3	 1563595_at,209794_at,215550_at,232869_at
6793	3	STK10	5q35.1	serine/threonine kinase 10	 203047_at,228394_at,40420_at
56164	1	STK31	7p15.3	serine/threonine kinase 31	223883_s_at
11329	5	STK38	6p21	serine/threonine kinase 38	 1553117_a_at,1557145_at,202951_at,216451_at,216727_at
83931	2	STK40	1p34.3	serine/threonine kinase 40	 223852_s_at,225015_s_at
56155	1	TEX14	17q22	testis expressed 14	221035_s_at
7075	2	TIE1	1p34-p33	tyrosine kinase with immunoglobulin-like and EGF-like domains 1	 1560657_at,204468_s_at
8711	2	TNK1	17p13.1	tyrosine kinase, non-receptor, 1	 205793_x_at,217149_x_at
89882	2	TPD52L3	9p24.1	tumor protein D52-like 3	 231554_at,240051_at
7168	6	TPM1	15q22.1	tropomyosin 1 (alpha)	 1558532_at,206116_s_at,206117_at,210986_s_at,210987_x_at,238688_at
28951	2	TRIB2	2p25.1-p24.3	tribbles homolog 2 (Drosophila)	 202478_at,202479_s_at
5987	3	TRIM27	6p22	tripartite motif-containing 27	 210541_s_at,212116_at,212118_at
7301	2	TYRO3	15q15.1-q21.1	TYRO3 protein tyrosine kinase	 211431_s_at,211432_s_at
54986	4	ULK4	3p22.1	unc-51-like kinase 4 (C. elegans)	 220958_at,231149_s_at,232206_at,244168_s_at
7423	1	VEGFB	11q13	vascular endothelial growth factor B	203683_s_at
7424	1	VEGFC	4q34.1-q34.3	vascular endothelial growth factor C	209946_at
7535	2	ZAP70	2q12	zeta-chain (TCR) associated protein kinase 70kDa	 1555613_a_at,214032_at
6546	11	SLC8A1	2p23-p22	solute carrier family 8 (sodium/calcium exchanger), member 1	 1556583_a_at,1561614_at,1561615_s_at,1564985_a_at,1565306_a_at,207053_at,210804_x_at,211805_s_at,235518_at,238546_at,241752_at
783	6	CACNB2	10p12	calcium channel, voltage-dependent, beta 2 subunit	 1555098_a_at,1559419_at,1559420_x_at,207776_s_at,213714_at,215365_at
778	1	CACNA1F	Xp11.23	calcium channel, voltage-dependent, L type, alpha 1F subunit	208377_s_at
775	4	CACNA1C	12p13.3	calcium channel, voltage-dependent, L type, alpha 1C subunit	 208020_s_at,211592_s_at,238636_at,242973_at
9187	4	SLC24A1	15q22	solute carrier family 24 (sodium/potassium/calcium exchanger), member 1	 206081_at,210420_at,210421_s_at,211842_s_at
6262	2	RYR2	1q42.1-q43	ryanodine receptor 2 (cardiac)	 207557_s_at,214044_at
779	1	CACNA1S	1q32	calcium channel, voltage-dependent, L type, alpha 1S subunit	217515_s_at
27032	4	ATP2C1	3q22.1	ATPase, Ca++ transporting, type 2C, member 1	 209934_s_at,209935_at,211137_s_at,212255_s_at
6261	1	RYR1	19q13.1	ryanodine receptor 1 (skeletal)	205485_at
846	5	CASR	3q13	calcium-sensing receptor	 210577_at,211384_s_at,240886_at,242744_s_at,242745_at
825	3	CAPN3	15q15.1-q21.1	calpain 3, (p94)	 210944_s_at,211890_x_at,214475_x_at
487	2	ATP2A1	16p12.1	ATPase, Ca++ transporting, cardiac muscle, fast twitch 1	 205444_at,230693_at
93589	2	CACNA2D4	12p13.33	calcium channel, voltage-dependent, alpha 2/delta subunit 4	 1552690_a_at,228083_at
57419	2	SLC24A3	20p13	solute carrier family 24 (sodium/potassium/calcium exchanger), member 3	 219090_at,57588_at
9478	3	CABP1	12q24.31	calcium binding protein 1	 208320_at,208321_s_at,210181_s_at
9254	1	CACNA2D2	3p21.3	calcium channel, voltage-dependent, alpha 2/delta subunit 2	204811_s_at
8912	2	CACNA1H	16p13.3	calcium channel, voltage-dependent, T type, alpha 1H subunit	 205845_at,222960_at
8911	3	CACNA1I	22q13.1	calcium channel, voltage-dependent, T type, alpha 1I subunit	 208299_at,211830_s_at,221631_at
59285	2	CACNG6	19q13.4	calcium channel, voltage-dependent, gamma subunit 6	 1552863_a_at,224291_at
59284	1	CACNG7	19q13.4	calcium channel, voltage-dependent, gamma subunit 7	224137_at
3782	2	KCNN3	1q21.3	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 3	 205902_at,205903_s_at
10369	1	CACNG2	22q13.1	calcium channel, voltage-dependent, gamma subunit 2	214495_at
786	1	CACNG1	17q24	calcium channel, voltage-dependent, gamma subunit 1	206612_at
55799	1	CACNA2D3	3p21.1	calcium channel, voltage-dependent, alpha 2/delta subunit 3	219714_s_at
55503	2	TRPV6	7q33-q34	transient receptor potential cation channel, subfamily V, member 6	 1559405_a_at,206827_s_at
6543	1	SLC8A2	19q13.3	solute carrier family 8 (sodium/calcium exchanger), member 2	215267_s_at
488	4	ATP2A2	12q23-q24.1	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2	 209186_at,212361_s_at,212362_at,239996_x_at
56302	2	TRPV5	7q35	transient receptor potential cation channel, subfamily V, member 5	 1555042_at,208267_at
57010	3	CABP4	11q13.1	calcium binding protein 4	 1552890_a_at,1554201_at,1554202_x_at
23413	5	FREQ	9q34	frequenin homolog (Drosophila)	 218266_s_at,222570_at,230138_at,230146_s_at,238753_at
25769	1	SLC24A2	9p22-p13	solute carrier family 24 (sodium/potassium/calcium exchanger), member 2	220867_s_at
11131	1	CAPN11	6p12	calpain 11	207962_at
6285	2	S100B	21q22.3	S100 calcium binding protein B	 1561521_at,209686_at
84876	1	ORAI1	12q24.31	ORAI calcium release-activated calcium modulator 1	226531_at
826	1	CAPNS1	19q13.12	calpain, small subunit 1	200001_at
824	2	CAPN2	1q41-q42	calpain 2, (m/II) large subunit	 208683_at,214888_at
255022	1	CALHM1	10q24.33	calcium homeostasis modulator 1	1554367_at
27094	1	KCNMB3	3q26.3-q27	potassium large conductance calcium-activated channel, subfamily M beta member 3	221125_s_at
27092	3	CACNG4	17q24	calcium channel, voltage-dependent, gamma subunit 4	 221585_at,231737_at,62987_r_at
27091	2	CACNG5	17q24	calcium channel, voltage-dependent, gamma subunit 5	 1552602_at,221401_at
10242	2	KCNMB2	3q26.2-q27.1	potassium large conductance calcium-activated channel, subfamily M, beta member 2	 221097_s_at,223823_at
10235	4	RASGRP2	11q13	RAS guanyl releasing protein 2 (calcium and DAG-regulated)	 208206_s_at,214367_at,214368_at,214369_s_at
493	3	ATP2B4	1q32.1	ATPase, Ca++ transporting, plasma membrane 4	 205410_s_at,212135_s_at,212136_at
492	4	ATP2B3	Xq28	ATPase, Ca++ transporting, plasma membrane 3	 207026_s_at,215911_x_at,216312_at,242036_x_at
491	6	ATP2B2	3p25.3	ATPase, Ca++ transporting, plasma membrane 2	 204685_s_at,211586_s_at,216120_s_at,234714_x_at,234741_at,239357_at
490	3	ATP2B1	12q21.3	ATPase, Ca++ transporting, plasma membrane 1	 209281_s_at,212930_at,215716_s_at
489	5	ATP2A3	17p13.3	ATPase, Ca++ transporting, ubiquitous	 207521_s_at,207522_s_at,213036_x_at,213042_s_at,230453_s_at
347732	1	CATSPER3	5q31.1	cation channel, sperm associated 3	230981_at
80024	2	SLC24A6	12q24.13	solute carrier family 24 (sodium/potassium/calcium exchanger), member 6	 218749_s_at,222727_s_at
9914	3	ATP2C2	16q24.1	ATPase, Ca++ transporting, type 2C, member 2	 206043_s_at,214798_at,236171_at
83698	3	CALN1	7q11	calneuron 1	 1555168_a_at,223885_at,230698_at
114789	1	SLC25A25	9q34.11	solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 25	225212_at
25801	1	GCA	2q24.2	grancalcin, EF-hand calcium binding protein	203765_at
64168	1	NECAB1	8q21.3	N-terminal EF-hand calcium binding protein 1	233305_at
54550	1	NECAB2	16q23.3	N-terminal EF-hand calcium binding protein 2	215005_at
25780	2	RASGRP3	2p25.1-p24.1	RAS guanyl releasing protein 3 (calcium and DAG-regulated)	 205801_s_at,244526_at
63941	2	NECAB3	20q11.22	N-terminal EF-hand calcium binding protein 3	 210720_s_at,223954_x_at
11132	2	CAPN10	2q37.3	calpain 10	 219333_s_at,221040_at
6284	2	S100A13	1q21	S100 calcium binding protein A13	 202598_at,213481_at
6283	1	S100A12	1q21	S100 calcium binding protein A12	205863_at
6281	2	S100A10	1q21	S100 calcium binding protein A10	 200872_at,238909_at
6280	1	S100A9	1q21	S100 calcium binding protein A9	203535_at
6279	2	S100A8	1q21	S100 calcium binding protein A8	 202917_s_at,214370_at
6277	2	S100A6	1q21	S100 calcium binding protein A6	 217728_at,228923_at
6271	1	S100A1	1q21	S100 calcium binding protein A1	205334_at
3783	1	KCNN4	19q13.2	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 4	204401_at
3780	1	KCNN1	19p13.1	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 1	206231_at
3779	2	KCNMB1	5q34	potassium large conductance calcium-activated channel, subfamily M, beta member 1	 1554710_at,209948_at
56344	1	CABP5	19q13.33	calcium binding protein 5	221160_s_at
5955	2	RCN2	15q23	reticulocalbin 2, EF-hand calcium binding domain	 201485_s_at,201486_at
51475	1	CABP2	11q13.1	calcium binding protein 2	207745_at
1069	1	CETN2	Xq28	centrin, EF-hand protein, 2	209194_at
818	3	CAMK2G	10q22	calcium/calmodulin-dependent protein kinase II gamma	 212669_at,212757_s_at,214322_at
817	5	CAMK2D	4q26	calcium/calmodulin-dependent protein kinase II delta	 224994_at,225019_at,228555_at,230749_s_at,231793_s_at
815	2	CAMK2A	5q33.1	calcium/calmodulin-dependent protein kinase II alpha	 207613_s_at,213108_at
84766	1	EFCAB4B	12p13.32	EF-hand calcium binding domain 4B	223955_at
5475	1	PPEF1	Xp22.2-p22.1	protein phosphatase, EF-hand calcium binding domain 1	206547_s_at
146779	1	EFCAB3	17q23.2	EF-hand calcium binding domain 3	1553392_at
84288	4	EFCAB2	1q44	EF-hand calcium binding domain 2	 1557674_s_at,211200_s_at,223608_at,233375_at
79400	3	NOX5	15q23	NADPH oxidase, EF-hand calcium binding domain 5	 1553023_a_at,220641_at,229352_at
57333	2	RCN3	19q13.33	reticulocalbin 3, EF-hand calcium binding domain	 219102_at,61734_at
11261	3	CHP	15q13.3	-	 1559861_at,207993_s_at,214665_s_at
164633	2	CABP7	22q12.2	calcium binding protein 7	 234796_at,243173_at
29957	3	SLC25A24	1p13.3	solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 24	 1569121_at,204342_at,244481_at
10590	1	SCGN	6p22.3-p22.1	secretagogin, EF-hand calcium binding protein	205697_at
130106	1	CIB4	2p23.3	calcium and integrin binding family member 4	236378_at
84455	1	EFCAB7	1p31.3	EF-hand calcium binding domain 7	226800_at
283229	1	EFCAB4A	11p15.5	EF-hand calcium binding domain 4A	227429_at
64800	7	EFCAB6	22q13.1-q13.33	EF-hand calcium binding domain 6	 1562815_at,220271_x_at,233345_at,233600_at,233839_at,234732_s_at,234853_s_at
9635	4	CLCA2	1p31-p22	chloride channel accessory 2	 206164_at,206165_s_at,206166_s_at,217528_at
283652	1	SLC24A5	15q21.1	solute carrier family 24, member 5	232672_x_at
57402	1	S100A14	1q21.3	S100 calcium binding protein A14	218677_at
57118	2	CAMK1D	10p13	calcium/calmodulin-dependent protein kinase ID	 220246_at,235626_at
140576	1	S100A16	1q21	S100 calcium binding protein A16	227998_at
5954	1	RCN1	11p13	reticulocalbin 1, EF-hand calcium binding domain	201063_at
3270	1	HRC	19q13.3	histidine rich calcium binding protein	207066_at
3208	1	HPCA	1p35-p34.2	hippocalcin	205454_at
51150	4	SDF4	1p36.33	stromal cell derived factor 4	 217855_x_at,221972_s_at,224472_x_at,232032_x_at
57113	2	TRPC7	5q31.2	transient receptor potential cation channel, subfamily C, member 7	 208589_at,234407_s_at
219931	5	TPCN2	11q13.2	two pore segment channel 2	 229250_at,229251_s_at,231978_at,235194_at,242554_at
140738	4	TMEM37	2q14.2	transmembrane protein 37	 1554483_at,1554485_s_at,227190_at,243849_at
83543	2	AIF1L	9q34.13-q34.3	allograft inflammatory factor 1-like	 223074_s_at,223075_s_at
309	2	ANXA6	5q32-q34	annexin A6	 200982_s_at,244250_at
26256	2	CABYR	18q11.2	calcium binding tyrosine-(Y)-phosphorylation regulated	 219928_s_at,224279_s_at
124583	3	CANT1	17q25.3	calcium activated nucleotidase 1	 1554327_a_at,221732_at,46323_at
1179	1	CLCA1	1p31-p22	chloride channel accessory 1	210107_at
814	2	CAMK4	5q21.3	calcium/calmodulin-dependent protein kinase IV	 210349_at,241871_at
79085	2	SLC25A23	19p13.3	solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 23	 220182_at,226010_at
117286	2	CIB3	19p13.12	calcium and integrin binding family member 3	 1552750_at,1552751_a_at
6278	1	S100A7	1q21	S100 calcium binding protein A7	205916_at
6273	1	S100A2	1q21	S100 calcium binding protein A2	204268_at
55107	2	ANO1	11q13.3	anoctamin 1, calcium activated chloride channel	 1555269_a_at,218804_at
1068	1	CETN1	18p11.32	centrin, EF-hand protein, 1	207209_at
338324	2	S100A7A	1q21.3	S100 calcium binding protein A7A	 232170_at,232220_at
64093	2	SMOC1	14q24.2	SPARC related modular calcium binding 1	 222783_s_at,222784_at
6276	1	S100A5	1q21	S100 calcium binding protein A5	207763_at
6274	1	S100A3	1q21	S100 calcium binding protein A3	206027_at
170591	1	S100Z	5q13.3	S100 calcium binding protein Z	1554876_a_at
157855	1	KCNU1	8p12	potassium channel, subfamily U, member 1	237273_at
50640	3	PNPLA8	7q31	patatin-like phospholipase domain containing 8	 223309_x_at,223310_x_at,223982_s_at
57172	2	CAMK1G	1q32-q41	calcium/calmodulin-dependent protein kinase IG	 215161_at,217128_s_at
795	1	S100G	Xp22.2	S100 calcium binding protein G	207885_at
28991	4	COMMD5	8q24-qter	COMM domain containing 5	 223198_x_at,223819_x_at,224387_at,232640_at
93129	1	ORAI3	16p11.2	ORAI calcium release-activated calcium modulator 3	221864_at
8536	2	CAMK1	3p25.3	calcium/calmodulin-dependent protein kinase I	 1558556_at,204392_at
80228	6	ORAI2	7q22.1	ORAI calcium release-activated calcium modulator 2	 1558426_x_at,217529_at,218811_at,218812_s_at,230347_at,231406_at
819	1	CAMLG	5q23	calcium modulating ligand	203538_at
8604	2	SLC25A12	2q24	solute carrier family 25 (mitochondrial carrier, Aralar), member 12	 203339_at,203340_s_at
388795	2	EFCAB8	20q11.21	EF-hand calcium binding domain 8	 227547_at,239729_at
22802	1	CLCA4	1p31-p22	chloride channel accessory 4	220026_at
10367	1	CBARA1	10q22.1	calcium binding atopy-related autoantigen 1	216903_s_at
10241	4	CALCOCO2	17q21.32	calcium binding and coiled-coil domain 2	 1560631_at,210817_s_at,235076_at,238560_at
374786	2	EFCAB5	17q11.2	EF-hand calcium binding domain 5	 1558300_at,1558301_a_at
23589	4	CARHSP1	16p13.2	calcium regulated heat stable protein 1, 24kDa	 1566134_at,1566135_at,218384_at,224910_at
8573	5	CASK	Xp11.4	calcium/calmodulin-dependent serine protein kinase (MAGUK family)	 207620_s_at,211208_s_at,227156_at,238698_at,238699_s_at
8605	2	PLA2G4C	19q13.3	phospholipase A2, group IVC (cytosolic, calcium-independent)	 1554810_at,209785_s_at
1827	3	RCAN1	21q22.1-q22.2|21q22.12	regulator of calcineurin 1	 208370_s_at,215253_s_at,215254_at
57658	1	CALCOCO1	12q13.13	calcium binding and coiled-coil domain 1	209002_s_at
51719	2	CAB39	2q37.1	calcium binding protein 39	 217873_at,224311_s_at
100133958	1	LOC100133958	-	-	205902_at
10518	3	CIB2	15q24	calcium and integrin binding family member 2	 205007_s_at,205008_s_at,214065_s_at
10156	3	RASA4	7q22	RAS p21 protein activator 4	 208534_s_at,212706_at,212707_s_at
729659	1	S100A11P	7q22.1	S100 calcium binding protein A11 pseudogene	208540_x_at
25966	1	C2CD2	21q22.3	C2 calcium-dependent domain containing 2	212875_s_at
81617	3	CAB39L	13q14.2-q14.3	calcium binding protein 39-like	 221003_s_at,225914_s_at,225915_at
29904	2	EEF2K	16p12.1	eukaryotic elongation factor-2 kinase	 225545_at,225546_at
26005	4	C2CD3	11q13.4	C2 calcium-dependent domain containing 3	 1558756_at,213199_at,231708_at,36552_at
119395	1	CALHM3	10q24.33	calcium homeostasis modulator 3	1554711_at
10523	3	CHERP	19p13.1	calcium homeostasis endoplasmic reticulum protein	 1568704_a_at,202229_s_at,202230_s_at
51063	2	CALHM2	10pter-q26.12	calcium homeostasis modulator 2	 221565_s_at,57715_at
11330	1	CTRC	1p36.21	chymotrypsin C (caldecrin)	206297_at
10462	1	CLEC10A	17p13.1	C-type lectin domain family 10, member A	206682_at
9588	2	PRDX6	1q25.1	peroxiredoxin 6	 200844_s_at,200845_s_at
79800	2	ALS2CR8	2q33.1-q33.2	amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 8	 1555391_a_at,219834_at
5136	7	PDE1A	2q32.1	phosphodiesterase 1A, calmodulin-dependent	 1558680_s_at,208396_s_at,231213_at,233547_x_at,233549_at,236234_at,242789_at
